Id,Category
420,9
421,0
422,1
423,2
424,3
425,4
426,5
427,6
428,7
429,8
430,9
431,0
432,1
433,2
434,3
435,4
436,5
437,6
438,7
439,8
440,9
441,0
442,1
443,2
444,3
445,4
446,5
447,6
448,7
449,8
450,9
451,0
452,1
453,2
454,3
455,4
456,5
457,6
458,7
459,8
460,9
461,0
462,1
463,2
464,3
465,4
466,5
467,6
468,7
469,8
470,9
471,0
472,1
473,2
474,3
475,4
476,5
477,6
478,7
479,8
480,9
481,0
482,1
483,2
484,3
485,4
486,5
487,6
488,7
489,8
490,9
491,0
492,1
493,2
494,3
495,4
496,5
497,6
498,7
499,8
500,9
501,0
502,1
503,2
504,3
505,4
506,5
507,6
508,7
509,8
510,9
511,0
512,1
513,2
514,3
515,4
516,5
517,6
518,7
519,8
520,9
521,0
522,1
523,2
524,3
525,4
526,5
527,6
528,7
529,8
530,9
531,0
532,1
533,2
534,3
535,4
536,5
537,6
538,7
539,8
540,9
541,0
542,1
543,2
544,3
545,4
546,5
547,6
548,7
549,8
550,9
551,0
552,1
553,2
554,3
555,4
556,5
557,6
558,7
559,8
560,9
561,0
562,1
563,2
564,3
565,4
566,5
567,6
568,7
569,8
570,9
571,0
572,1
573,2
574,3
575,4
576,5
577,6
578,7
579,8
580,9
581,0
582,1
583,2
584,3
585,4
586,5
587,6
588,7
589,8
590,9
591,0
592,1
593,2
594,3
595,4
596,5
597,6
598,7
599,8
600,9
601,0
602,1
603,2
604,3
605,4
606,5
607,6
608,7
609,8
610,9
611,0
612,1
613,2
614,3
615,4
616,5
617,6
618,7
619,8
620,9
621,0
622,1
623,2
624,3
625,4
626,5
627,6
628,7
629,8
630,9
631,0
632,1
633,2
634,3
635,4
636,5
637,6
638,7
639,8
640,9
641,0
642,1
643,2
644,3
645,4
646,5
647,6
648,7
649,8
650,9
651,0
652,1
653,2
654,3
655,4
656,5
657,6
658,7
659,8
660,9
661,0
662,1
663,2
664,3
665,4
666,5
667,6
668,7
669,8
670,9
671,0
672,1
673,2
674,3
675,4
676,5
677,6
678,7
679,8
680,9
681,0
682,1
683,2
684,3
685,4
686,5
687,6
688,7
689,8
690,9
691,0
692,1
693,2
694,3
695,4
696,5
697,6
698,7
699,8
700,9
701,0
702,1
703,2
704,3
705,4
706,5
707,6
708,7
709,8
710,9
711,0
712,1
713,2
714,3
715,4
716,5
717,6
718,7
719,8
720,9
721,0
722,1
723,2
724,3
725,4
726,5
727,6
728,7
729,8
730,9
731,0
732,1
733,2
734,3
735,4
736,5
737,6
738,7
739,8
740,9
741,0
742,1
743,2
744,3
745,4
746,5
747,6
748,7
749,8
750,9
751,0
752,1
753,2
754,3
755,4
756,5
757,6
758,7
759,8
760,9
761,0
762,1
763,2
764,3
765,4
766,5
767,6
768,7
769,8
770,9
771,0
772,1
773,2
774,3
775,4
776,5
777,6
778,7
779,8
780,9
781,0
782,1
783,2
784,3
785,4
786,5
787,6
788,7
789,8
790,9
791,0
792,1
793,2
794,3
795,4
796,5
797,6
798,7
799,8
800,9
801,0
802,1
803,2
804,3
805,4
806,5
807,6
808,7
809,8
810,9
811,0
812,1
813,2
814,3
815,4
816,5
817,6
818,7
819,8
820,9
821,0
822,1
823,2
824,3
825,4
826,5
827,6
828,7
829,8
830,9
831,0
832,1
833,2
834,3
835,4
836,5
837,6
838,7
839,8
840,9
841,0
842,1
843,2
844,3
845,4
846,5
847,6
848,7
849,8
850,9
851,0
852,1
853,2
854,3
855,4
856,5
857,6
858,7
859,8
860,9
861,0
862,1
863,2
864,3
865,4
866,5
867,6
868,7
869,8
870,9
871,0
872,1
873,2
874,3
875,4
876,5
877,6
878,7
879,8
880,9
881,0
882,1
883,2
884,3
885,4
886,5
887,6
888,7
889,8
890,9
891,0
892,1
893,2
894,3
895,4
896,5
897,6
898,7
899,8
900,9
901,0
902,1
903,2
904,3
905,4
906,5
907,6
908,7
909,8
910,9
911,0
912,1
913,2
914,3
915,4
916,5
917,6
918,7
919,8
920,9
921,0
922,1
923,2
924,3
925,4
926,5
927,6
928,7
929,8
930,9
931,0
932,1
933,2
934,3
935,4
936,5
937,6
938,7
939,8
940,9
941,0
942,1
943,2
944,3
945,4
946,5
947,6
948,7
949,8
950,9
951,0
952,1
953,2
954,3
955,4
956,5
957,6
958,7
959,8
960,9
961,0
962,1
963,2
964,3
965,4
966,5
967,6
968,7
969,8
970,9
971,0
972,1
973,2
974,3
975,4
976,5
977,6
978,7
979,8
980,9
981,0
982,1
983,2
984,3
985,4
986,5
987,6
988,7
989,8
990,9
991,0
992,1
993,2
994,3
995,4
996,5
997,6
998,7
999,8
1000,9
1001,0
1002,1
1003,2
1004,3
1005,4
1006,5
1007,6
1008,7
1009,8
1010,9
1011,0
1012,1
1013,2
1014,3
1015,4
1016,5
1017,6
1018,7
1019,8
1020,9
1021,0
1022,1
1023,2
1024,3
1025,4
1026,5
1027,6
1028,7
1029,8
1030,9
1031,0
1032,1
1033,2
1034,3
1035,4
1036,5
1037,6
1038,7
1039,8
1040,9
1041,0
1042,1
1043,2
1044,3
1045,4
1046,5
1047,6
1048,7
1049,8
1050,9
1051,0
1052,1
1053,2
1054,3
1055,4
1056,5
1057,6
1058,7
1059,8
1060,9
1061,0
1062,1
1063,2
1064,3
1065,4
1066,5
1067,6
1068,7
1069,8
1070,9
1071,0
1072,1
1073,2
1074,3
1075,4
1076,5
1077,6
1078,7
1079,8
1080,9
1081,0
1082,1
1083,2
1084,3
1085,4
1086,5
1087,6
1088,7
1089,8
1090,9
1091,0
1092,1
1093,2
1094,3
1095,4
1096,5
1097,6
1098,7
1099,8
1100,9
1101,0
1102,1
1103,2
1104,3
1105,4
1106,5
1107,6
1108,7
1109,8
1110,9
1111,0
1112,1
1113,2
1114,3
1115,4
1116,5
1117,6
1118,7
1119,8
1120,9
1121,0
1122,1
1123,2
1124,3
1125,4
1126,5
1127,6
1128,7
1129,8
1130,9
1131,0
1132,1
1133,2
1134,3
1135,4
1136,5
1137,6
1138,7
1139,8
1140,9
1141,0
1142,1
1143,2
1144,3
1145,4
1146,5
1147,6
1148,7
1149,8
1150,9
1151,0
1152,1
1153,2
1154,3
1155,4
1156,5
1157,6
1158,7
1159,8
1160,9
1161,0
1162,1
1163,2
1164,3
1165,4
1166,5
1167,6
1168,7
1169,8
1170,9
1171,0
1172,1
1173,2
1174,3
1175,4
1176,5
1177,6
1178,7
1179,8
1180,9
1181,0
1182,1
1183,2
1184,3
1185,4
1186,5
1187,6
1188,7
1189,8
1190,9
1191,0
1192,1
1193,2
1194,3
1195,4
1196,5
1197,6
1198,7
1199,8
1200,9
1201,0
1202,1
1203,2
1204,3
1205,4
1206,5
1207,6
1208,7
1209,8
1210,9
1211,0
1212,1
1213,2
1214,3
1215,4
1216,5
1217,6
1218,7
1219,8
1220,9
1221,0
1222,1
1223,2
1224,3
1225,4
1226,5
1227,6
1228,7
1229,8
1230,9
1231,0
1232,1
1233,2
1234,3
1235,4
1236,5
1237,6
1238,7
1239,8
1240,9
1241,0
1242,1
1243,2
1244,3
1245,4
1246,5
1247,6
1248,7
1249,8
1250,9
1251,0
1252,1
1253,2
1254,3
1255,4
1256,5
1257,6
1258,7
1259,8
1260,9
1261,0
1262,1
1263,2
1264,3
1265,4
1266,5
1267,6
1268,7
1269,8
1270,9
1271,0
1272,1
1273,2
1274,3
1275,4
1276,5
1277,6
1278,7
1279,8
1280,9
1281,0
1282,1
1283,2
1284,3
1285,4
1286,5
1287,6
1288,7
1289,8
1290,9
1291,0
1292,1
1293,2
1294,3
1295,4
1296,5
1297,6
1298,7
1299,8
1300,9
1301,0
1302,1
1303,2
1304,3
1305,4
1306,5
1307,6
1308,7
1309,8
1310,9
1311,0
1312,1
1313,2
1314,3
1315,4
1316,5
1317,6
1318,7
1319,8
1320,9
1321,0
1322,1
1323,2
1324,3
1325,4
1326,5
1327,6
1328,7
1329,8
1330,9
1331,0
1332,1
1333,2
1334,3
1335,4
1336,5
1337,6
1338,7
1339,8
1340,9
1341,0
1342,1
1343,2
1344,3
1345,4
1346,5
1347,6
1348,7
1349,8
1350,9
1351,0
1352,1
1353,2
1354,3
1355,4
1356,5
1357,6
1358,7
1359,8
1360,9
1361,0
1362,1
1363,2
1364,3
1365,4
1366,5
1367,6
1368,7
1369,8
1370,9
1371,0
1372,1
1373,2
1374,3
1375,4
1376,5
1377,6
1378,7
1379,8
1380,9
1381,0
1382,1
1383,2
1384,3
1385,4
1386,5
1387,6
1388,7
1389,8
1390,9
1391,0
1392,1
1393,2
1394,3
1395,4
1396,5
1397,6
1398,7
1399,8
1400,9
1401,0
1402,1
1403,2
1404,3
1405,4
1406,5
1407,6
1408,7
1409,8
1410,9
1411,0
1412,1
1413,2
1414,3
1415,4
1416,5
1417,6
1418,7
1419,8
1420,9
1421,0
1422,1
1423,2
1424,3
1425,4
1426,5
1427,6
1428,7
1429,8
1430,9
1431,0
1432,1
1433,2
1434,3
1435,4
1436,5
1437,6
1438,7
1439,8
1440,9
1441,0
1442,1
1443,2
1444,3
1445,4
1446,5
1447,6
1448,7
1449,8
1450,9
1451,0
1452,1
1453,2
1454,3
1455,4
1456,5
1457,6
1458,7
1459,8
1460,9
1461,0
1462,1
1463,2
1464,3
1465,4
1466,5
1467,6
1468,7
1469,8
1470,9
1471,0
1472,1
1473,2
1474,3
1475,4
1476,5
1477,6
1478,7
1479,8
1480,9
1481,0
1482,1
1483,2
1484,3
1485,4
1486,5
1487,6
1488,7
1489,8
1490,9
1491,0
1492,1
1493,2
1494,3
1495,4
1496,5
1497,6
1498,7
1499,8
1500,9
1501,0
1502,1
1503,2
1504,3
1505,4
1506,5
1507,6
1508,7
1509,8
1510,9
1511,0
1512,1
1513,2
1514,3
1515,4
1516,5
1517,6
1518,7
1519,8
1520,9
1521,0
1522,1
1523,2
1524,3
1525,4
1526,5
1527,6
1528,7
1529,8
1530,9
1531,0
1532,1
1533,2
1534,3
1535,4
1536,5
1537,6
1538,7
1539,8
1540,9
1541,0
1542,1
1543,2
1544,3
1545,4
1546,5
1547,6
1548,7
1549,8
1550,9
1551,0
1552,1
1553,2
1554,3
1555,4
1556,5
1557,6
1558,7
1559,8
1560,9
1561,0
1562,1
1563,2
1564,3
1565,4
1566,5
1567,6
1568,7
1569,8
1570,9
1571,0
1572,1
1573,2
1574,3
1575,4
1576,5
1577,6
1578,7
1579,8
1580,9
1581,0
1582,1
1583,2
1584,3
1585,4
1586,5
1587,6
1588,7
1589,8
1590,9
1591,0
1592,1
1593,2
1594,3
1595,4
1596,5
1597,6
1598,7
1599,8
1600,9
1601,0
1602,1
1603,2
1604,3
1605,4
1606,5
1607,6
1608,7
1609,8
1610,9
1611,0
1612,1
1613,2
1614,3
1615,4
1616,5
1617,6
1618,7
1619,8
1620,9
1621,0
1622,1
1623,2
1624,3
1625,4
1626,5
1627,6
1628,7
1629,8
1630,9
1631,0
1632,1
1633,2
1634,3
1635,4
1636,5
1637,6
1638,7
1639,8
1640,9
1641,0
1642,1
1643,2
1644,3
1645,4
1646,5
1647,6
1648,7
1649,8
1650,9
1651,0
1652,1
1653,2
1654,3
1655,4
1656,5
1657,6
1658,7
1659,8
1660,9
1661,0
1662,1
1663,2
1664,3
1665,4
1666,5
1667,6
1668,7
1669,8
1670,9
1671,0
1672,1
1673,2
1674,3
1675,4
1676,5
1677,6
1678,7
1679,8
1680,9
1681,0
1682,1
1683,2
1684,3
1685,4
1686,5
1687,6
1688,7
1689,8
1690,9
1691,0
1692,1
1693,2
1694,3
1695,4
1696,5
1697,6
1698,7
1699,8
1700,9
1701,0
1702,1
1703,2
1704,3
1705,4
1706,5
1707,6
1708,7
1709,8
1710,9
1711,0
1712,1
1713,2
1714,3
1715,4
1716,5
1717,6
1718,7
1719,8
1720,9
1721,0
1722,1
1723,2
1724,3
1725,4
1726,5
1727,6
1728,7
1729,8
1730,9
1731,0
1732,1
1733,2
1734,3
1735,4
1736,5
1737,6
1738,7
1739,8
1740,9
1741,0
1742,1
1743,2
1744,3
1745,4
1746,5
1747,6
1748,7
1749,8
1750,9
1751,0
1752,1
1753,2
1754,3
1755,4
1756,5
1757,6
1758,7
1759,8
1760,9
1761,0
1762,1
1763,2
1764,3
1765,4
1766,5
1767,6
1768,7
1769,8
1770,9
1771,0
1772,1
1773,2
1774,3
1775,4
1776,5
1777,6
1778,7
1779,8
1780,9
1781,0
1782,1
1783,2
1784,3
1785,4
1786,5
1787,6
1788,7
1789,8
1790,9
1791,0
1792,1
1793,2
1794,3
1795,4
1796,5
1797,6
1798,7
1799,8
1800,9
1801,0
1802,1
1803,2
1804,3
1805,4
1806,5
1807,6
1808,7
1809,8
1810,9
1811,0
1812,1
1813,2
1814,3
1815,4
1816,5
1817,6
1818,7
1819,8
1820,9
1821,0
1822,1
1823,2
1824,3
1825,4
1826,5
1827,6
1828,7
1829,8
1830,9
1831,0
1832,1
1833,2
1834,3
1835,4
1836,5
1837,6
1838,7
1839,8
1840,9
1841,0
1842,1
1843,2
1844,3
1845,4
1846,5
1847,6
1848,7
1849,8
1850,9
1851,0
1852,1
1853,2
1854,3
1855,4
1856,5
1857,6
1858,7
1859,8
1860,9
1861,0
1862,1
1863,2
1864,3
1865,4
1866,5
1867,6
1868,7
1869,8
1870,9
1871,0
1872,1
1873,2
1874,3
1875,4
1876,5
1877,6
1878,7
1879,8
1880,9
1881,0
1882,1
1883,2
1884,3
1885,4
1886,5
1887,6
1888,7
1889,8
1890,9
1891,0
1892,1
1893,2
1894,3
1895,4
1896,5
1897,6
1898,7
1899,8
1900,9
1901,0
1902,1
1903,2
1904,3
1905,4
1906,5
1907,6
1908,7
1909,8
1910,9
1911,0
1912,1
1913,2
1914,3
1915,4
1916,5
1917,6
1918,7
1919,8
1920,9
1921,0
1922,1
1923,2
1924,3
1925,4
1926,5
1927,6
1928,7
1929,8
1930,9
1931,0
1932,1
1933,2
1934,3
1935,4
1936,5
1937,6
1938,7
1939,8
1940,9
1941,0
1942,1
1943,2
1944,3
1945,4
1946,5
1947,6
1948,7
1949,8
1950,9
1951,0
1952,1
1953,2
1954,3
1955,4
1956,5
1957,6
1958,7
1959,8
1960,9
1961,0
1962,1
1963,2
1964,3
1965,4
1966,5
1967,6
1968,7
1969,8
1970,9
1971,0
1972,1
1973,2
1974,3
1975,4
1976,5
1977,6
1978,7
1979,8
1980,9
1981,0
1982,1
1983,2
1984,3
1985,4
1986,5
1987,6
1988,7
1989,8
1990,9
1991,0
1992,1
1993,2
1994,3
1995,4
1996,5
1997,6
1998,7
1999,8
2000,9
2001,0
2002,1
2003,2
2004,3
2005,4
2006,5
2007,6
2008,7
2009,8
2010,9
2011,0
2012,1
2013,2
2014,3
2015,4
2016,5
2017,6
2018,7
2019,8
2020,9
2021,0
2022,1
2023,2
2024,3
2025,4
2026,5
2027,6
2028,7
2029,8
2030,9
2031,0
2032,1
2033,2
2034,3
2035,4
2036,5
2037,6
2038,7
2039,8
2040,9
2041,0
2042,1
2043,2
2044,3
2045,4
2046,5
2047,6
2048,7
2049,8
2050,9
2051,0
2052,1
2053,2
2054,3
2055,4
2056,5
2057,6
2058,7
2059,8
2060,9
2061,0
2062,1
2063,2
2064,3
2065,4
2066,5
2067,6
2068,7
2069,8
2070,9
2071,0
2072,1
2073,2
2074,3
2075,4
2076,5
2077,6
2078,7
2079,8
2080,9
2081,0
2082,1
2083,2
2084,3
2085,4
2086,5
2087,6
2088,7
2089,8
2090,9
2091,0
2092,1
2093,2
2094,3
2095,4
2096,5
2097,6
2098,7
2099,8
2100,9
2101,0
2102,1
2103,2
2104,3
2105,4
2106,5
2107,6
2108,7
2109,8
2110,9
2111,0
2112,1
2113,2
2114,3
2115,4
2116,5
2117,6
2118,7
2119,8
2120,9
2121,0
2122,1
2123,2
2124,3
2125,4
2126,5
2127,6
2128,7
2129,8
2130,9
2131,0
2132,1
2133,2
2134,3
2135,4
2136,5
2137,6
2138,7
2139,8
2140,9
2141,0
2142,1
2143,2
2144,3
2145,4
2146,5
2147,6
2148,7
2149,8
2150,9
2151,0
2152,1
2153,2
2154,3
2155,4
2156,5
2157,6
2158,7
2159,8
2160,9
2161,0
2162,1
2163,2
2164,3
2165,4
2166,5
2167,6
2168,7
2169,8
2170,9
2171,0
2172,1
2173,2
2174,3
2175,4
2176,5
2177,6
2178,7
2179,8
2180,9
2181,0
2182,1
2183,2
2184,3
2185,4
2186,5
2187,6
2188,7
2189,8
2190,9
2191,0
2192,1
2193,2
2194,3
2195,4
2196,5
2197,6
2198,7
2199,8
2200,9
2201,0
2202,1
2203,2
2204,3
2205,4
2206,5
2207,6
2208,7
2209,8
2210,9
2211,0
2212,1
2213,2
2214,3
2215,4
2216,5
2217,6
2218,7
2219,8
2220,9
2221,0
2222,1
2223,2
2224,3
2225,4
2226,5
2227,6
2228,7
2229,8
2230,9
2231,0
2232,1
2233,2
2234,3
2235,4
2236,5
2237,6
2238,7
2239,8
2240,9
2241,0
2242,1
2243,2
2244,3
2245,4
2246,5
2247,6
2248,7
2249,8
2250,9
2251,0
2252,1
2253,2
2254,3
2255,4
2256,5
2257,6
2258,7
2259,8
2260,9
2261,0
2262,1
2263,2
2264,3
2265,4
2266,5
2267,6
2268,7
2269,8
2270,9
2271,0
2272,1
2273,2
2274,3
2275,4
2276,5
2277,6
2278,7
2279,8
2280,9
2281,0
2282,1
2283,2
2284,3
2285,4
2286,5
2287,6
2288,7
2289,8
2290,9
2291,0
2292,1
2293,2
2294,3
2295,4
2296,5
2297,6
2298,7
2299,8
2300,9
2301,0
2302,1
2303,2
2304,3
2305,4
2306,5
2307,6
2308,7
2309,8
2310,9
2311,0
2312,1
2313,2
2314,3
2315,4
2316,5
2317,6
2318,7
2319,8
2320,9
2321,0
2322,1
2323,2
2324,3
2325,4
2326,5
2327,6
2328,7
2329,8
2330,9
2331,0
2332,1
2333,2
2334,3
2335,4
2336,5
2337,6
2338,7
2339,8
2340,9
2341,0
2342,1
2343,2
2344,3
2345,4
2346,5
2347,6
2348,7
2349,8
2350,9
2351,0
2352,1
2353,2
2354,3
2355,4
2356,5
2357,6
2358,7
2359,8
2360,9
2361,0
2362,1
2363,2
2364,3
2365,4
2366,5
2367,6
2368,7
2369,8
2370,9
2371,0
2372,1
2373,2
2374,3
2375,4
2376,5
2377,6
2378,7
2379,8
2380,9
2381,0
2382,1
2383,2
2384,3
2385,4
2386,5
2387,6
2388,7
2389,8
2390,9
2391,0
2392,1
2393,2
2394,3
2395,4
2396,5
2397,6
2398,7
2399,8
2400,9
2401,0
2402,1
2403,2
2404,3
2405,4
2406,5
2407,6
2408,7
2409,8
2410,9
2411,0
2412,1
2413,2
2414,3
2415,4
2416,5
2417,6
2418,7
2419,8
2420,9
2421,0
2422,1
2423,2
2424,3
2425,4
2426,5
2427,6
2428,7
2429,8
2430,9
2431,0
2432,1
2433,2
2434,3
2435,4
2436,5
2437,6
2438,7
2439,8
2440,9
2441,0
2442,1
2443,2
2444,3
2445,4
2446,5
2447,6
2448,7
2449,8
2450,9
2451,0
2452,1
2453,2
2454,3
2455,4
2456,5
2457,6
2458,7
2459,8
2460,9
2461,0
2462,1
2463,2
2464,3
2465,4
2466,5
2467,6
2468,7
2469,8
2470,9
2471,0
2472,1
2473,2
2474,3
2475,4
2476,5
2477,6
2478,7
2479,8
2480,9
2481,0
2482,1
2483,2
2484,3
2485,4
2486,5
2487,6
2488,7
2489,8
2490,9
2491,0
2492,1
2493,2
2494,3
2495,4
2496,5
2497,6
2498,7
2499,8
2500,9
2501,0
2502,1
2503,2
2504,3
2505,4
2506,5
2507,6
2508,7
2509,8
2510,9
2511,0
2512,1
2513,2
2514,3
2515,4
2516,5
2517,6
2518,7
2519,8
2520,9
2521,0
2522,1
2523,2
2524,3
2525,4
2526,5
2527,6
2528,7
2529,8
2530,9
2531,0
2532,1
2533,2
2534,3
2535,4
2536,5
2537,6
2538,7
2539,8
2540,9
2541,0
2542,1
2543,2
2544,3
2545,4
2546,5
2547,6
2548,7
2549,8
2550,9
2551,0
2552,1
2553,2
2554,3
2555,4
2556,5
2557,6
2558,7
2559,8
2560,9
2561,0
2562,1
2563,2
2564,3
2565,4
2566,5
2567,6
2568,7
2569,8
2570,9
2571,0
2572,1
2573,2
2574,3
2575,4
2576,5
2577,6
2578,7
2579,8
2580,9
2581,0
2582,1
2583,2
2584,3
2585,4
2586,5
2587,6
2588,7
2589,8
2590,9
2591,0
2592,1
2593,2
2594,3
2595,4
2596,5
2597,6
2598,7
2599,8
2600,9
2601,0
2602,1
2603,2
2604,3
2605,4
2606,5
2607,6
2608,7
2609,8
2610,9
2611,0
2612,1
2613,2
2614,3
2615,4
2616,5
2617,6
2618,7
2619,8
2620,9
2621,0
2622,1
2623,2
2624,3
2625,4
2626,5
2627,6
2628,7
2629,8
2630,9
2631,0
2632,1
2633,2
2634,3
2635,4
2636,5
2637,6
2638,7
2639,8
2640,9
2641,0
2642,1
2643,2
2644,3
2645,4
2646,5
2647,6
2648,7
2649,8
2650,9
2651,0
2652,1
2653,2
2654,3
2655,4
2656,5
2657,6
2658,7
2659,8
2660,9
2661,0
2662,1
2663,2
2664,3
2665,4
2666,5
2667,6
2668,7
2669,8
2670,9
2671,0
2672,1
2673,2
2674,3
2675,4
2676,5
2677,6
2678,7
2679,8
2680,9
2681,0
2682,1
2683,2
2684,3
2685,4
2686,5
2687,6
2688,7
2689,8
2690,9
2691,0
2692,1
2693,2
2694,3
2695,4
2696,5
2697,6
2698,7
2699,8
2700,9
2701,0
2702,1
2703,2
2704,3
2705,4
2706,5
2707,6
2708,7
2709,8
2710,9
2711,0
2712,1
2713,2
2714,3
2715,4
2716,5
2717,6
2718,7
2719,8
2720,9
2721,0
2722,1
2723,2
2724,3
2725,4
2726,5
2727,6
2728,7
2729,8
2730,9
2731,0
2732,1
2733,2
2734,3
2735,4
2736,5
2737,6
2738,7
2739,8
2740,9
2741,0
2742,1
2743,2
2744,3
2745,4
2746,5
2747,6
2748,7
2749,8
2750,9
2751,0
2752,1
2753,2
2754,3
2755,4
2756,5
2757,6
2758,7
2759,8
2760,9
2761,0
2762,1
2763,2
2764,3
2765,4
2766,5
2767,6
2768,7
2769,8
2770,9
2771,0
2772,1
2773,2
2774,3
2775,4
2776,5
2777,6
2778,7
2779,8
2780,9
2781,0
2782,1
2783,2
2784,3
2785,4
2786,5
2787,6
2788,7
2789,8
2790,9
2791,0
2792,1
2793,2
2794,3
2795,4
2796,5
2797,6
2798,7
2799,8
2800,9
2801,0
2802,1
2803,2
2804,3
2805,4
2806,5
2807,6
2808,7
2809,8
2810,9
2811,0
2812,1
2813,2
2814,3
2815,4
2816,5
2817,6
2818,7
2819,8
2820,9
2821,0
2822,1
2823,2
2824,3
2825,4
2826,5
2827,6
2828,7
2829,8
2830,9
2831,0
2832,1
2833,2
2834,3
2835,4
2836,5
2837,6
2838,7
2839,8
2840,9
2841,0
2842,1
2843,2
2844,3
2845,4
2846,5
2847,6
2848,7
2849,8
2850,9
2851,0
2852,1
2853,2
2854,3
2855,4
2856,5
2857,6
2858,7
2859,8
2860,9
2861,0
2862,1
2863,2
2864,3
2865,4
2866,5
2867,6
2868,7
2869,8
2870,9
2871,0
2872,1
2873,2
2874,3
2875,4
2876,5
2877,6
2878,7
2879,8
2880,9
2881,0
2882,1
2883,2
2884,3
2885,4
2886,5
2887,6
2888,7
2889,8
2890,9
2891,0
2892,1
2893,2
2894,3
2895,4
2896,5
2897,6
2898,7
2899,8
2900,9
2901,0
2902,1
2903,2
2904,3
2905,4
2906,5
2907,6
2908,7
2909,8
2910,9
2911,0
2912,1
2913,2
2914,3
2915,4
2916,5
2917,6
2918,7
2919,8
2920,9
2921,0
2922,1
2923,2
2924,3
2925,4
2926,5
2927,6
2928,7
2929,8
2930,9
2931,0
2932,1
2933,2
2934,3
2935,4
2936,5
2937,6
2938,7
2939,8
2940,9
2941,0
2942,1
2943,2
2944,3
2945,4
2946,5
2947,6
2948,7
2949,8
2950,9
2951,0
2952,1
2953,2
2954,3
2955,4
2956,5
2957,6
2958,7
2959,8
2960,9
2961,0
2962,1
2963,2
2964,3
2965,4
2966,5
2967,6
2968,7
2969,8
2970,9
2971,0
2972,1
2973,2
2974,3
2975,4
2976,5
2977,6
2978,7
2979,8
2980,9
2981,0
2982,1
2983,2
2984,3
2985,4
2986,5
2987,6
2988,7
2989,8
2990,9
2991,0
2992,1
2993,2
2994,3
2995,4
2996,5
2997,6
